Term,ECSS Standards,Branches
pressure drop coefficient,['ECSS_E_ST_35CRev1'],['E']
priming,['ECSS_E_ST_35CRev1'],['E']
propellant,['ECSS_E_ST_35CRev1'],['E']
propellant gauging,['ECSS_E_ST_35CRev1'],['E']
propulsion system,['ECSS_E_ST_35CRev1'],['E']
purging,"['ECSS_E_ST_35CRev1', 'ECSS_Q_ST_70_01C']","['E', 'Q']"
pyrogen igniter,['ECSS_E_ST_35CRev1'],['E']
pyrotechnic igniter,['ECSS_E_ST_35CRev1'],['E']
repeatability,"['ECSS_E_ST_35CRev1', 'ECSS_E_ST_60_21C', 'ECSS_Q_ST_20CRev1']","['E', 'Q']"
"required factor, kr",['ECSS_E_ST_35CRev1'],['E']
re-orbiting,['ECSS_E_ST_35CRev1'],['E']
simulant,['ECSS_E_ST_35CRev1'],['E']
side load,['ECSS_E_ST_35CRev1'],['E']
sizing,['ECSS_E_ST_35CRev1'],['E']
solid rocket motor,['ECSS_E_ST_35CRev1'],['E']
spacecraft,"['ECSS_E_ST_35CRev1', 'ECSS_S_ST_00_01C']","['E', 'S']"
"specific impulse, isp",['ECSS_E_ST_35CRev1'],['E']
subsystem,"['ECSS_E_ST_35CRev1', 'ECSS_S_ST_00_01C']","['E', 'S']"
system,"['ECSS_E_ST_35CRev1', 'ECSS_S_ST_00_01C', 'ECSS_Q_ST_40C']","['E', 'S', 'Q']"
termination point,['ECSS_E_ST_35CRev1'],['E']
throttling,['ECSS_E_ST_35CRev1'],['E']
thrust,['ECSS_E_ST_35CRev1'],['E']
thrust centroid time,['ECSS_E_ST_35CRev1'],['E']
thrust chamber assembly,['ECSS_E_ST_35CRev1'],['E']
"thrust coefficient, cf",['ECSS_E_ST_35CRev1'],['E']
thrust misalignment,['ECSS_E_ST_35CRev1'],['E']
thrust out-centring,['ECSS_E_ST_35CRev1'],['E']
thrust vector control,['ECSS_E_ST_35CRev1'],['E']
total impulse,['ECSS_E_ST_35CRev1'],['E']
trimming,['ECSS_E_ST_35CRev1'],['E']
triple point,"['ECSS_E_ST_35CRev1', 'ECSS_E_ST_20_06CRev1', 'ECSS_E_ST_20_06C']",['E']
turbo pump,['ECSS_E_ST_35CRev1'],['E']
ullage volume,['ECSS_E_ST_35CRev1'],['E']
valve manoeuvring time,['ECSS_E_ST_35CRev1'],['E']
valve response time,['ECSS_E_ST_35CRev1'],['E']
venting,"['ECSS_E_ST_35CRev1', 'ECSS_E_ST_33_01CRev2', 'ECSS_Q_ST_70_01C', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1']","['E', 'Q']"
water hammer,['ECSS_E_ST_35CRev1'],['E']
dry mass,['ECSS_E_ST_35CRev1'],['E']
end of flight or final mass,['ECSS_E_ST_35CRev1'],['E']
ejected mass,['ECSS_E_ST_35CRev1'],['E']
initial mass,['ECSS_E_ST_35CRev1'],['E']
loaded mass,['ECSS_E_ST_35CRev1'],['E']
propellant mass,['ECSS_E_ST_35CRev1'],['E']
residual mass,['ECSS_E_ST_35CRev1'],['E']
automatic code generation,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
code coverage,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
competent assessor,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
condition,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
configurable code,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
"cots, ots, mots software","['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
critical software,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
deactivated code,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
decision,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
decision coverage,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
existing software,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
integration testing,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
logical model,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
margin philosophy,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
metric,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
migration,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
mission products,"['ECSS_E_ST_40C', 'ECSS_E_ST_70C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
modified condition and decision coverage,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
operational,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
portability,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
quality characteristics,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
quality model,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
real-time,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
regression testing,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
reusability,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
singular input,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
software,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
software component,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
software intensive system,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
software item,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
software observability,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
software problem,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
software product assurance,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
software unit,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
statement coverage,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
stress test,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
test case,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
test design,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
test procedure,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
test script,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
unit test,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
unreachable code,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
usability,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
validation,"['ECSS_E_ST_40C', 'ECSS_E_ST_31_04C', 'ECSS_Q_ST_80CRev1', 'ECSS_S_ST_00_01C', 'ECSS_Q_ST_80C']","['E', 'Q', 'S']"
verification,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_S_ST_00_01C', 'ECSS_Q_ST_80C']","['E', 'Q', 'S']"
walk-through,"['ECSS_E_ST_40C', 'ECSS_Q_ST_80CRev1', 'ECSS_Q_ST_80C']","['E', 'Q']"
category a,"['ECSS_E_ST_50_02C', 'ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1', 'ECSS_E_ST_50_01C']",['E']
category b,"['ECSS_E_ST_50_02C', 'ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1', 'ECSS_E_ST_50_01C']",['E']
attitude and orbit control system,['ECSS_E_ST_60_30C'],['E']
aocs mode,['ECSS_E_ST_60_30C'],['E']
aocs functional simulator,['ECSS_E_ST_60_30C'],['E']
avionics test bench,['ECSS_E_ST_60_30C'],['E']
aocs end-to-end tests,['ECSS_E_ST_60_30C'],['E']
flight dynamics,['ECSS_E_ST_60_30C'],['E']
guidance navigation and control functions,['ECSS_E_ST_60_30C'],['E']
worst case analysis,['ECSS_E_ST_60_30C'],['E']
tranquilization phase,['ECSS_E_ST_60_30C'],['E']
1553 message,['ECSS_E_ST_50_13C'],['E']
communication device,['ECSS_E_ST_50_13C'],['E']
communication frame,['ECSS_E_ST_50_13C'],['E']
data bus system,['ECSS_E_ST_50_13C'],['E']
message,"['ECSS_E_ST_50_13C', 'ECSS_E_ST_70_41C']",['E']
time synchronization cycle,['ECSS_E_ST_50_13C'],['E']
accuracy,"['ECSS_E_ST_50_14C', 'ECSS_E_ST_35_06CRev1']",['E']
circuit,['ECSS_E_ST_50_14C'],['E']
dhs data interchange bus,['ECSS_E_ST_50_14C'],['E']
dhs core element,['ECSS_E_ST_50_14C'],['E']
dhs peripheral element,['ECSS_E_ST_50_14C'],['E']
ground displacement voltage,['ECSS_E_ST_50_14C'],['E']
time reference point,['ECSS_E_ST_50_14C'],['E']
byte,"['ECSS_E_ST_50_51C', 'ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_12C']",['E']
command,['ECSS_E_ST_50_51C'],['E']
command packet,['ECSS_E_ST_50_51C'],['E']
confirmation,['ECSS_E_ST_50_51C'],['E']
data character,"['ECSS_E_ST_50_51C', 'ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_12C']",['E']
error end of packet marker,"['ECSS_E_ST_50_51C', 'ECSS_E_ST_50_11C']",['E']
end of packet marker,"['ECSS_E_ST_50_51C', 'ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_12C']",['E']
extender protocol identifier,['ECSS_E_ST_50_51C'],['E']
indication,['ECSS_E_ST_50_51C'],['E']
initiator user application,['ECSS_E_ST_50_51C'],['E']
logical address,"['ECSS_E_ST_50_51C', 'ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_12C']",['E']
memory,"['ECSS_E_ST_50_51C', 'ECSS_E_ST_70_11C']",['E']
packet,"['ECSS_E_ST_50_51C', 'ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_16C', 'ECSS_E_ST_50_12C', 'ECSS_E_ST_50_03C', 'ECSS_E_ST_50_04C']",['E']
path address,"['ECSS_E_ST_50_51C', 'ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_12C']",['E']
protocol identifier,['ECSS_E_ST_50_51C'],['E']
reply,['ECSS_E_ST_50_51C'],['E']
reply packet,['ECSS_E_ST_50_51C'],['E']
request,"['ECSS_E_ST_50_51C', 'ECSS_E_ST_70_41C']",['E']
target,"['ECSS_E_ST_50_51C', 'ECSS_E_ST_40_07C']",['E']
target user application,['ECSS_E_ST_50_51C'],['E']
transaction,"['ECSS_E_ST_50_51C', 'ECSS_E_ST_70_41C']",['E']
word,"['ECSS_E_ST_50_51C', 'ECSS_E_ST_50_11C']",['E']
absolute knowledge error,['ECSS_E_ST_60_10C'],['E']
absolute performance error,['ECSS_E_ST_60_10C'],['E']
error index,['ECSS_E_ST_60_10C'],['E']
individual error source,['ECSS_E_ST_60_10C'],['E']
knowledge error,['ECSS_E_ST_60_10C'],['E']
mean knowledge error,['ECSS_E_ST_60_10C'],['E']
mean performance error,['ECSS_E_ST_60_10C'],['E']
performance drift error,['ECSS_E_ST_60_10C'],['E']
performance error,['ECSS_E_ST_60_10C'],['E']
performance reproducibility error,['ECSS_E_ST_60_10C'],['E']
relative knowledge error,['ECSS_E_ST_60_10C'],['E']
relative performance error,['ECSS_E_ST_60_10C'],['E']
robustness,['ECSS_E_ST_60_10C'],['E']
stability,"['ECSS_E_ST_60_10C', 'ECSS_E_ST_60_21C']",['E']
stability margin,['ECSS_E_ST_60_10C'],['E']
statistical ensemble,"['ECSS_E_ST_60_10C', 'ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
automation,['ECSS_E_ST_70_01C'],['E']
on-board control procedure,['ECSS_E_ST_70_01C'],['E']
obcp code,['ECSS_E_ST_70_01C'],['E']
obcp engine,['ECSS_E_ST_70_01C'],['E']
obcp language,['ECSS_E_ST_70_01C'],['E']
obcp system,['ECSS_E_ST_70_01C'],['E']
obcp step,['ECSS_E_ST_70_01C'],['E']
on-board software,['ECSS_E_ST_70_01C'],['E']
scheduling,['ECSS_E_ST_70_01C'],['E']
survival mode,"['ECSS_E_ST_70_01C', 'ECSS_E_ST_70_11C']",['E']
commandability,['ECSS_E_ST_70_11C'],['E']
deactivation,['ECSS_E_ST_70_11C'],['E']
flexibility,['ECSS_E_ST_70_11C'],['E']
observability,['ECSS_E_ST_70_11C'],['E']
testability,"['ECSS_E_ST_70_11C', 'ECSS_Q_ST_20CRev2Corr1', 'ECSS_Q_ST_20CRev1']","['E', 'Q']"
commandable vital function,['ECSS_E_ST_70_11C'],['E']
high priority command,['ECSS_E_ST_70_11C'],['E']
high priority telemetry,['ECSS_E_ST_70_11C'],['E']
locally-critical function,['ECSS_E_ST_70_11C'],['E']
mission-critical function,['ECSS_E_ST_70_11C'],['E']
permanent degradation of space segment function,['ECSS_E_ST_70_11C'],['E']
permanent mission degradation,['ECSS_E_ST_70_11C'],['E']
temporary degradation of space segment function,['ECSS_E_ST_70_11C'],['E']
temporary mission degradation,['ECSS_E_ST_70_11C'],['E']
vital function,['ECSS_E_ST_70_11C'],['E']
vital telecommand,['ECSS_E_ST_70_11C'],['E']
application process,"['ECSS_E_ST_70_11C', 'ECSS_E_ST_70_41C']",['E']
authorization,['ECSS_E_ST_70_11C'],['E']
chain,['ECSS_E_ST_70_11C'],['E']
confidentiality,['ECSS_E_ST_70_11C'],['E']
control function,['ECSS_E_ST_70_11C'],['E']
data integrity,['ECSS_E_ST_70_11C'],['E']
data origin authentication,['ECSS_E_ST_70_11C'],['E']
datation,['ECSS_E_ST_70_11C'],['E']
device telecommand,['ECSS_E_ST_70_11C'],['E']
housekeeping telemetry,['ECSS_E_ST_70_11C'],['E']
loss of mission,['ECSS_E_ST_70_11C'],['E']
mode,['ECSS_E_ST_70_11C'],['E']
mode transition,['ECSS_E_ST_70_11C'],['E']
on-board autonomy,['ECSS_E_ST_70_11C'],['E']
on-board monitoring,['ECSS_E_ST_70_11C'],['E']
on-board operations procedure,['ECSS_E_ST_70_11C'],['E']
on-board operations schedule,['ECSS_E_ST_70_11C'],['E']
operability,['ECSS_E_ST_70_11C'],['E']
operations,['ECSS_E_ST_70_11C'],['E']
parameter,"['ECSS_E_ST_70_11C', 'ECSS_E_ST_70_32C', 'ECSS_E_ST_70_31C']",['E']
parameter validity,['ECSS_E_ST_70_11C'],['E']
peer-entity authentication,['ECSS_E_ST_70_11C'],['E']
safe state,['ECSS_E_ST_70_11C'],['E']
space segment status,['ECSS_E_ST_70_11C'],['E']
telecommand function,['ECSS_E_ST_70_11C'],['E']
entity,"['ECSS_E_ST_70C', 'ECSS_E_ST_50CRev1', 'ECSS_E_ST_50C']",['E']
ground segment operations,['ECSS_E_ST_70C'],['E']
ground segment,"['ECSS_E_ST_70C', 'ECSS_Q_ST_30_09C', 'ECSS_S_ST_00_01C']","['E', 'Q', 'S']"
ground segment customer,['ECSS_E_ST_70C'],['E']
ground segment supplier,['ECSS_E_ST_70C'],['E']
ground system,['ECSS_E_ST_70C'],['E']
incident,"['ECSS_E_ST_70C', 'ECSS_S_ST_00_01C']","['E', 'S']"
mission exploitation,['ECSS_E_ST_70C'],['E']
mission information,['ECSS_E_ST_70C'],['E']
mission operations,['ECSS_E_ST_70C'],['E']
mission operations data,['ECSS_E_ST_70C'],['E']
operational validation,['ECSS_E_ST_70C'],['E']
operations customer,['ECSS_E_ST_70C'],['E']
operations supplier,['ECSS_E_ST_70C'],['E']
space segment operations,['ECSS_E_ST_70C'],['E']
synthetic parameter,"['ECSS_E_ST_70C', 'ECSS_E_ST_70_31C']",['E']
deep space,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
earth exploration-satellite service,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
frequency coordinator,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
meteorological-satellite service,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
necessary bandwidth,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
occupied bandwidth,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
out-of-band emission,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
proximate orbits,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
space operation service,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
space research service,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
spurious emission,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_20_07CRev2', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_50_05CRev1', 'ECSS_E_ST_20_07CRev1']",['E']
symbol rate,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_11C', 'ECSS_E_ST_50_05CRev1']",['E']
unwanted emissions,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
activity,"['ECSS_E_ST_70_32C', 'ECSS_E_ST_70_31C']",['E']
compound parameter,"['ECSS_E_ST_70_32C', 'ECSS_E_ST_70_31C']",['E']
confirmation body,['ECSS_E_ST_70_32C'],['E']
continuation test,['ECSS_E_ST_70_32C'],['E']
event,"['ECSS_E_ST_70_32C', 'ECSS_E_ST_70_31C', 'ECSS_E_ST_40_07C', 'ECSS_E_ST_20_01C']",['E']
initiation,['ECSS_E_ST_70_32C'],['E']
main body,['ECSS_E_ST_70_32C'],['E']
preconditions body,['ECSS_E_ST_70_32C'],['E']
reporting data,"['ECSS_E_ST_70_32C', 'ECSS_E_ST_70_31C']",['E']
space system model,"['ECSS_E_ST_70_32C', 'ECSS_E_ST_70_31C']",['E']
statement,['ECSS_E_ST_70_32C'],['E']
step,['ECSS_E_ST_70_32C'],['E']
system element,"['ECSS_E_ST_70_32C', 'ECSS_E_ST_70_31C']",['E']
watchdog body,['ECSS_E_ST_70_32C'],['E']
watchdog step,['ECSS_E_ST_70_32C'],['E']
resource,['ECSS_E_ST_70_31C'],['E']
blistering,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
bubbles,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
chip,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
crack,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
delamination,"['ECSS_E_ST_20_08CRev1', 'ECSS_Q_ST_70_60CCorr1', 'ECSS_Q_ST_70_10C', 'ECSS_Q_ST_70_11C', 'ECSS_E_ST_20_08C']","['E', 'Q']"
discolouration,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
dig,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
inclusion,"['ECSS_E_ST_20_08CRev1', 'ECSS_Q_ST_70_60CCorr1', 'ECSS_E_ST_20_08C']","['E', 'Q']"
in-process testing,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
nick,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
peeling,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
procurement lot,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
scratch,"['ECSS_E_ST_20_08CRev1', 'ECSS_Q_ST_70_60CCorr1', 'ECSS_Q_ST_70_10C', 'ECSS_Q_ST_70_11C', 'ECSS_E_ST_20_08C']","['E', 'Q']"
shipment lot,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
spatter,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
voids,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
photovoltaic assembly,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20CRev2', 'ECSS_E_ST_20_08C', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
qualification coupon,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
slicing,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
cladding,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
deformed interconnector,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
interconnected cell,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
solar cell assembly,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20CRev2', 'ECSS_S_ST_00_01C', 'ECSS_E_ST_20_08C', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']","['E', 'S']"
tearing interconnector,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
bare solar cell,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
component bare solar cell,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
contact vacuum evaporation batch,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
drops,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
remaining factor,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
solar cell anti-reflection coating,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
uncoated area,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
worm shaped bulge,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
coating,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
conductive coating,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
coverglass,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
coverglass coating lot,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
infrared reflector,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
mark,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
multi-layer anti-reflection coating,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
single layer anti-reflection coating,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
stain,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
ultraviolet reflector,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
accelerated testing,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
acceptance test,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
delta qualification,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
proto flight test,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
qualification by similarity,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
asynchronous data transmission,['ECSS_E_ST_50_15C'],['E']
can-id,['ECSS_E_ST_50_15C'],['E']
cold redundant bus,['ECSS_E_ST_50_15C'],['E']
communication bus system latency,['ECSS_E_ST_50_15C'],['E']
cross-strapping,['ECSS_E_ST_50_15C'],['E']
cyclic data transmission,['ECSS_E_ST_50_15C'],['E']
dominant and recessive states of canbus signals,['ECSS_E_ST_50_15C'],['E']
dominant bit level,['ECSS_E_ST_50_15C'],['E']
hard coded  data,['ECSS_E_ST_50_15C'],['E']
hot redundant bus,['ECSS_E_ST_50_15C'],['E']
isochronous data transmission,['ECSS_E_ST_50_15C'],['E']
local scet,['ECSS_E_ST_50_15C'],['E']
"multimaster-capable, event-oriented message transmission",['ECSS_E_ST_50_15C'],['E']
nmt master,['ECSS_E_ST_50_15C'],['E']
nmt slave,['ECSS_E_ST_50_15C'],['E']
propagation time,['ECSS_E_ST_50_15C'],['E']
recessive bit level,['ECSS_E_ST_50_15C'],['E']
redundancy master,['ECSS_E_ST_50_15C'],['E']
redundant bus,['ECSS_E_ST_50_15C'],['E']
redundant node,['ECSS_E_ST_50_15C'],['E']
spacecraft elapsed time,['ECSS_E_ST_50_15C'],['E']
synchronous data transmission,['ECSS_E_ST_50_15C'],['E']
controlled icd,['ECSS_E_ST_10_24C'],['E']
external interface,['ECSS_E_ST_10_24C'],['E']
frozen icd,['ECSS_E_ST_10_24C'],['E']
interface actor,['ECSS_E_ST_10_24C'],['E']
interface control document,['ECSS_E_ST_10_24C'],['E']
interface definition document,['ECSS_E_ST_10_24C'],['E']
interface end,['ECSS_E_ST_10_24C'],['E']
interface identification document,['ECSS_E_ST_10_24C'],['E']
interface plane,['ECSS_E_ST_10_24C'],['E']
interface requirement document,['ECSS_E_ST_10_24C'],['E']
interface responsible,['ECSS_E_ST_10_24C'],['E']
internal interface,['ECSS_E_ST_10_24C'],['E']
preliminary icd,['ECSS_E_ST_10_24C'],['E']
centralised,['ECSS_E_ST_20_20C'],['E']
current overshoot decay time,['ECSS_E_ST_20_20C'],['E']
current overshoot recovery time,['ECSS_E_ST_20_20C'],['E']
fault condition,['ECSS_E_ST_20_20C'],['E']
fault current emission,['ECSS_E_ST_20_20C'],['E']
fault current tolerance,['ECSS_E_ST_20_20C'],['E']
