ECSS Source Reference,ID,RequirementText,_class_
ECSS-E-ST-10-06C,6.0,language product shall accommodate target market country survey respondent target market country find language product acceptable,SC
ECSS-E-ST-10-06C,6.0,product shall able display calendar date time accord user locale survey respondent target market country find date time format product correct,US
ECSS-E-ST-10-06C,6.0,product must develop jsejee program language library,O
ECSS-E-ST-10-06C,6.0,product shall record meeting entry,F
ECSS-E-ST-10-06C,6.0,product notify employee meeting invitation,F
ECSS-E-ST-10-06C,6.0,product shall ability send meeting reminder employee,F
ECSS-E-ST-10-06C,6.0,product shall assign organizer contact information meeting create,F
ECSS-E-ST-10-06C,6.0,product record meeting acknowledgement,F
ECSS-E-ST-10-06C,6.0,product shall store new conference room,F
ECSS-E-ST-10-06C,6.0,product shall update exist conference room,F
ECSS-E-ST-10-06C,6.0,product able delete conference room,F
ECSS-E-ST-10-06C,6.0,product shall able store new room equipment,F
ECSS-E-ST-10-06C,6.0,product update existing room equipment,F
ECSS-E-ST-10-06C,6.0,product shall able delete room equipment,F
ECSS-E-ST-10-06C,6.0,product shall allow organizer invite employee meeting,F
ECSS-E-ST-10-06C,6.0,time conference room reserve conference room schedule shall update reflect time date reservation,F
ECSS-E-ST-10-06C,6.0,product shall record transportation status equipment reserve,F
ECSS-E-ST-10-06C,6.0,product shall display map company build show conference room location,F
ECSS-E-ST-10-06C,6.0,product shall record updated meeting agenda,F
ECSS-E-ST-10-06C,6.0,product shall send meeting confirmation meeting organizer,F
ECSS-E-ST-10-06C,6.0,product shall display room equipment accord search parameter,F
ECSS_E_ST_50_51C,6.0,product shall display conference room accord search parameter,F
ECSS_E_ST_50_51C,6.0,product shall record different meeting type,F
ECSS_E_ST_50_51C,6.0,product shall record equipment reserve,F
ECSS_E_ST_50_51C,6.0,product shall notify building personnel equipment transport request,F
ECSS_E_ST_10_11C,6.0,product allow priviledged user view meet schedule multiple report view,F
ECSS_E_ST_10_11C,6.0,product shall able send meeting notification via different kind enduser specify method,F
ECSS_E_ST_10_11C,6.0,product shall customizable look feel,F
ECSS_E_ST_31_04C,6.0,product shall intuitive user interface,F
ECSS-E-ST-10-06C,6.0,product display available status unreserved conference room,F
ECSS-E-ST-10-06C,7.0,recreation inventory quantity adjustment period previous day shall take min,PE
ECSS-E-ST-10-06C,7.0,system shall allow minimum user work time,PE
ECSS-E-ST-10-06C,7.0,system shall utilize currently own computer equipment,O
ECSS-E-ST-10-06C,7.0,system shall able automatically backup business data restore demand,O
ECSS-E-ST-10-06C,7.0,system shall maintain consistent security change user password andor permission take affect part system,SE
ECSS_E_ST_35CRev1,7.0,system shall granularly control access right major subsystem possible assign access right subsystems independently,SE
ECSS-E-ST-10-06C,7.0,system shall meet applicable accounting standard final version system must successfully pass independent audit perform certified auditor,L
ECSS-E-ST-10-06C,7.0,system shall require additional third party license result royalty fee,O
ECSS-E-ST-10-06C,7.0,system shall allow generation inventory quantity adjustment document demand,F
ECSS-E-ST-10-06C,7.0,system shall allow demand generation inventory quantity adjustment document since certain point time,F
ECSS_E_ST_35CRev1,7.0,iqa subsystem shall take account current inventory status adjust inventory substitutionary ingredient accordingly,F
ECSS-E-ST-10-06C,7.0,system shall allow enter store modify product formula,F
ECSS-E-ST-10-06C,7.0,product formula shall allow use semiproducts formulas,F
ECSS-E-ST-10-06C,7.0,product formula ingredient shall allow define substitutionary ingredient,F
ECSS_E_ST_35CRev1,7.0,product formula substitutionary ingredient shall enter automatically pfe subsystem,F
ECSS-E-ST-10-06C,7.0,formula substitutionary ingredient shall keep persisted order,F
ECSS_Q_ST_70_26C,7.0,product shall allow enter store modify product menu use po terminal,F
ECSS_E_ST_70_31C,7.0,pme subsystem shall allow building product menu base list product keep accounting system,F
ECSS_E_ST_70_31C,7.0,pme subsystem shall allow keep submenu within menu product within submenu manage persisted order,F
ECSS_E_ST_70_31C,7.0,pme subsystem shall allow product exist one submenu,F
ECSS_E_ST_70_31C,7.0,rms system shall windows xp look feel use gui future make use intuitive,F
ECSS-E-ST-10-06C,7.0,system shall generate inventory quantity adjustment document base product daily sale data product formula,F
ECSS-E-ST-10-06C,7.0,system shall generate inventory quantity adjustment document automatically daily product sale data available,F
ECSS-E-ST-10-06C,8.0,administrator shall able activate prepay card via administration section second,PE
ECSS-E-ST-10-06C,8.0,customer shall able check status prepay card enter pin number second,PE
ECSS-E-ST-10-06C,8.0,system shall let customer register website pay go user minute,PE
ECSS-E-ST-10-06C,8.0,system shall let customer register website unlimited movie subscriber user minute,PE
ECSS-E-ST-10-06C,8.0,system shall let exist customer log website email address password second,PE
ECSS-E-ST-10-06C,8.0,system shall let customer cancel account process shall take longer minute database mark account inactive user able log website,PE
ECSS-E-ST-10-06C,8.0,system shall let administrator deactivate customer account minute customer longer able access website,PE
ECSS-E-ST-10-06C,8.0,system shall let administrator addremove movie website minute enter movie information store database available website,PE
ECSS-E-ST-10-06C,8.0,system shall let administrator addremove category website minute,PE
ECSS-E-ST-10-06C,8.0,system shall let izogn manager access sale usage statistic minute,PE
ECSS-E-ST-10-06C,8.0,system shall let administrator generate unique prepaid pin minute generate excel file generate pin,PE
ECSS-E-ST-10-06C,8.0,website shall attractive audience website shall appear fun color bright vibrant,LF
ECSS-E-ST-10-06C,8.0,website african feel alienate nonafricans website use animation page describe service grab user attention encourage sign,LF
ECSS-E-ST-10-06C,8.0,website design modern clean concise,LF
ECSS-E-ST-10-06C,8.0,product able used novice user internet,US
ECSS-E-ST-10-06C,8.0,user navigate maximum page create account website,US
ECSS-E-ST-10-06C,8.0,user able access stream movie click log website,US
ECSS-E-ST-10-06C,8.0,anonymous survey show customer comfortable purchase stream movie week use website,US
ECSS-E-ST-10-06C,8.0,anonymous survey show customer comfortable use purchasing prepaid card month use system,US
ECSS-E-ST-10-06C,8.0,product shall retain customer buy preference information,US
ECSS-E-ST-10-06C,8.0,product shall easy customer novice skill internet purchase watch stream movie customer able purchase watch predetermine movie minute,US
ECSS-E-ST-10-06C,8.0,product shall use symbol word naturally understandable user familiar website,US
ECSS-E-ST-10-06C,8.0,website use standard internet convention interact user,US
ECSS_E_ST_31_04C,8.0,interface user automate system shall maximum response time second unless note exception,PE
ECSS_E_ST_31_04C,8.0,purchase stream movie prepay card via credit card processing time maximum response time second,PE
ECSS_E_ST_31_04C,8.0,stream movie buffering time take longer second plus latency user connection,PE
ECSS_E_ST_31_04C,8.0,stream movie buffer occur latency user connection,PE
ECSS_E_ST_31_04C,8.0,credit card information secure server accessible authorize izogn administrator information encrypt database,SE
ECSS_E_ST_31_04C,8.0,website shall available use hour per day day per year,A
ECSS_E_ST_31_04C,8.0,website shall achieve time,A
ECSS-E-ST-10-06C,8.0,movie shall stream demand time day,A
ECSS-E-ST-10-06C,8.0,website shall continue operate stream server goes,FT
ECSS-E-ST-10-06C,8.0,website shall continue operate payment gateway goes,FT
ECSS-E-ST-10-06C,8.0,stream server support simultaneous streaming connection,SC
ECSS-E-ST-10-06C,8.0,stream server support maximum movie new server add support movie,SC
ECSS-E-ST-10-06C,8.0,server support maximum simultaneous user,SC
ECSS-E-ST-10-06C,8.0,website shall capable support customer,SC
ECSS-E-ST-10-06C,8.0,product shall expect operate within maximum maintenance budget minimum year,MN
ECSS-E-ST-10-06C,8.0,aspect website shall access web browser internet,O
ECSS-E-ST-10-06C,8.0,hardware support current website use support new system,O
ECSS_E_ST_31_04C,8.0,must able interface follow browser ie x netscape x x x firefox,O
ECSS_E_ST_31_04C,8.0,website must interface cybersource api process credit card transaction,O
ECSS-E-ST-10-06C,8.0,website must fully operational msn tv,O
ECSS-E-ST-10-06C,8.0,movie shall encode streamed via window medium player,O
ECSS-E-ST-10-06C,8.0,movie shall encode k k stream,O
ECSS-E-ST-10-06C,8.0,promotional update website take day update,MN
ECSS-E-ST-10-06C,8.0,izogn administrator must able update category listing website within minute,PE
ECSS-E-ST-10-06C,8.0,izogn administrator must able add new product website within minute,PE
ECSS-E-ST-10-06C,8.0,system provide hour toll free number support customer,A
ECSS-E-ST-10-06C,8.0,website provide help section answer solution common problem,US
ECSS-E-ST-10-06C,8.0,velkat staff available phone support ampm mf provide technical support izogn administrator,A
ECSS-E-ST-10-06C,8.0,product shall able instal specified environment within work day,O
ECSS-E-ST-10-06C,8.0,registered customer purchase stream movie,SE
ECSS-E-ST-10-06C,8.0,customer stream movie purchase within day view period,SE
ECSS-E-ST-10-06C,8.0,authorized personnel access customer record database,SE
ECSS-E-ST-10-06C,8.0,administrator activate prepay card,SE
ECSS-E-ST-10-06C,8.0,authorized personnel access sale information,SE
ECSS-E-ST-10-06C,8.0,website shall prevent data corrupt incorrect data enter,SE
ECSS-E-ST-10-06C,8.0,website shall protect intentional abuse notify administrator occurrence,SE
ECSS-E-ST-10-06C,8.0,data integrity script run weekly basis verify integrity database,SE
ECSS-E-ST-10-06C,8.0,website shall make user aware information practice collection data via privacy policy accessible page website,SE
ECSS-E-ST-10-06C,8.0,system shall notify customer change information policy,SE
ECSS-E-ST-10-06C,8.0,system shall reveal private information compliance organization information policy,SE
ECSS-E-ST-10-06C,8.0,customer information store secure database accessible authorized personnel,SE
ECSS-E-ST-10-06C,8.0,credit card information encrypt database,SE
ECSS-E-ST-10-06C,8.0,stream server antivirus software prevent infection malicious virus,SE
ECSS-E-ST-10-06C,8.0,website cater tribe nigeria,LF
ECSS-E-ST-10-06C,8.0,website shall offensive religious ethnic group,LF
ECSS-E-ST-10-06C,8.0,website appeal african nigerian,LF
ECSS-E-ST-10-06C,8.0,website use flash provide animation home page,O
ECSS-E-ST-10-06C,8.0,izognmovies shall meet licensing requirement set forth appropriate organization order stream african movie,L
ECSS-E-ST-10-06C,8.0,website comply wc standard,L
ECSS-E-ST-10-06C,8.0,php code comply pear standard,L
ECSS-E-ST-10-06C,8.0,website allow customer search movie title actor director,F
ECSS-E-ST-10-06C,8.0,view movie detail website display movie description actor director enter administrator,F
ECSS_E_ST_50_51C,8.0,website shall request authorize credit card payment allow user stream movie,F
ECSS_E_ST_50_51C,8.0,shall able stream purchase movie via window medium player day aftere purchase date,F
ECSS_E_ST_50_51C,8.0,website shall allow customer browse movie category enter izogn administrator,F
ECSS_E_ST_50_51C,8.0,website shall allow customer view review select movie customer,F
ECSS-E-ST-10-06C,8.0,website shall allow customer add movie review select movie,F
ECSS-E-ST-10-06C,8.0,website shall allow izogn administrator approve review post customer,F
ECSS-E-ST-10-06C,8.0,system allow customer pay stream movie prepay card,F
ECSS-E-ST-10-06C,8.0,website shall allow customer purchase prepay card value either credit card mailin payment option,F
ECSS-E-ST-10-06C,8.0,system shall automatically update main page website every friday show latest movie add website,F
ECSS-E-ST-10-06C,8.0,system shall allow user update billing contact information via account section website,F
ECSS-E-ST-10-06C,8.0,prepaid card shall distribute via email via printed paper card,F
ECSS-E-ST-10-06C,8.0,movie stream customer purchase movie within day time period stream movie,F
ECSS-E-ST-10-06C,8.0,website must able support free trial period various parameter set izogn manager,F
ECSS-E-ST-10-06C,8.0,stream movie sale log database accessible administrator,F
ECSS-E-ST-10-06C,8.0,register customer information shall store maintain database even customer cancel account,F
ECSS-E-ST-10-06C,8.0,daily usage statistic log accessible administrator,F
ECSS-E-ST-10-06C,8.0,owner shall free access stream movie,F
ECSS-E-ST-10-06C,9.0,total lead cycle time must complete minute lead volume business hour cst pm cst minute lead volume business hour,PE
ECSS_Q_ST_70C,9.0,lead evaluation complete time period longer second lead process,PE
ECSS_E_ST_40_07C,9.0,lead process longer second system record event duration,PE
ECSS_Q_ST_70C,9.0,process must fit within process time condition set forth auto rep assignment process lead assign within minute total life cycle,PE
ECSS_Q_ST_70C,9.0,lead wash process operate within establish physical web service structure,O
ECSS_Q_ST_70C,9.0,wash process must use non bind neutral data format xml receive process lead data,O
ECSS_Q_ST_70C,9.0,defect report available technical unit x basis,A
ECSS_Q_ST_70C,9.0,wash parameter update scheduled maintenance hour,MN
ECSS_Q_ST_70C,9.0,vendor verify invalid lead,F
ECSS_Q_ST_40C,9.0,vendor submit credit validation record apply enterprise billing system,F
ECSS_Q_ST_40C,9.0,lead score high range system supply lead data score enterprise system,F
ECSS_Q_ST_40C,9.0,lead wash functionality validate lead receive web service valid data,F
ECSS_Q_ST_40C,9.0,lead wash functionality insert lead capture web service,F
ECSS_Q_ST_40C,9.0,lead score fall within high average score process ara functionality,F
ECSS_Q_ST_40C,9.0,lead score fall within medium average set manual verification enrollment coordinator eleads system,F
ECSS_Q_ST_40C,9.0,lead score fall within low average return supply vendor,F
ECSS_Q_ST_40C,9.0,lead wash functionality compile contact academic score information total score,F
ECSS_Q_ST_40C,9.0,lead wash functionality use parameter supply corporate school score part lead,F
ECSS_E_ST_31_04C,9.0,lead wash functionality return lead data supply vendor along reason rejection,F
ECSS_E_ST_31_04C,9.0,lead wash functionality interface lead data parameter maintain,F
ECSS_E_ST_31_04C,9.0,lead wash functionality verify user authentication right make parameter update,F
ECSS-E-ST-10-06C,9.0,lead wash functionality store potential lead duplicate return enterprise system,F
ECSS-E-ST-10-06C,9.0,prior submit lead enterprise system lead wash functionality assign lead admission rep,F
ECSS-E-ST-10-06C,9.0,lead wash functionality shall receive period list available rep enterprise system,F
ECSS-E-ST-10-06C,10.0,product shall simulate look ship sea,LF
ECSS-E-ST-10-06C,10.0,product shall display grid within circle view periscope,LF
ECSS-E-ST-10-06C,10.0,product shall display type ship grid use image specific type ship,LF
ECSS-E-ST-10-06C,10.0,offensive player take shot product shall simulate sound ship sea,LF
ECSS-E-ST-10-06C,10.0,shot mark miss product shall simulate sound shot miss target,LF
ECSS-E-ST-10-06C,10.0,shot mark hit product shall simulate sound shot hitting target,LF
ECSS-E-ST-10-06C,10.0,ship sunk product shall simulate sound sink ship,LF
ECSS-E-ST-10-06C,10.0,product shall available hour per day seven day per week,A
ECSS-E-ST-10-06C,10.0,product shall able handle large number game simultaneously,PE
ECSS-E-ST-10-06C,10.0,response time shall fast enough maintain flow game response time shall second response remain response,PE
ECSS-E-ST-10-06C,10.0,product shall protect identity player product shall provide player access information might reveal identity another player,PE
ECSS-E-ST-10-06C,10.0,product shall intuitive selfexplanatory nine ten user shall able successfully complete game training,US
ECSS-E-ST-10-06C,10.0,product shall available player understand english spanish french product shall allow user select language upon access product,US
ECSS-E-ST-10-06C,10.0,product shall provide player access information might reveal identity another player,SE
ECSS-E-ST-10-06C,10.0,response time shall fast enough maintain flow game response time shall second response remain response,PE
ECSS-E-ST-10-06C,10.0,product shall maintain list player,F
ECSS-E-ST-10-06C,10.0,product shall allow user identify player,F
ECSS-E-ST-10-06C,10.0,game initiated product shall make player assign game unavailable selection list player,F
ECSS-E-ST-10-06C,10.0,product shall allow user remove list player time,F
ECSS-E-ST-10-06C,10.0,product shall make inactive player unavailable selection list player,F
ECSS-E-ST-10-06C,10.0,product shall remove player inactive hour list player,F
ECSS-E-ST-10-06C,10.0,product shall allow player initiate game select another available player list player,F
ECSS-E-ST-10-06C,10.0,game initiated product shall display defensive grid player,F
ECSS-E-ST-10-06C,10.0,game initiated product shall display offensive grid player,F
ECSS-E-ST-10-06C,10.0,product shall prevent player view offensive defensive grid player,F
ECSS-E-ST-10-06C,10.0,game initiated product shall allow player position ship respective defensive grid,F
ECSS-E-ST-10-06C,10.0,product shall allow player position ship horizontally grid,F
ECSS-E-ST-10-06C,10.0,product shall allow player position ship vertically grid,F
ECSS-E-ST-10-06C,10.0,product shall allow player position ship diagonally grid,F
ECSS-E-ST-10-06C,10.0,product shall prevent player overlap ship grid,F
ECSS-E-ST-10-06C,10.0,player position ship defensive grid product shall define status player first turn,F
ECSS-E-ST-10-06C,10.0,turn product shall identify one player offensive status one player defensive status,F
ECSS-E-ST-10-06C,10.0,product shall maintain status player turn either offensive defensive,F
ECSS-E-ST-10-06C,10.0,start turn product shall notify player status,F
ECSS-E-ST-10-06C,10.0,turn product shall allow offensive player define shot,F
ECSS-E-ST-10-06C,10.0,shot product shall examine defensive grid defensive player determine whether shot hit miss,F
ECSS-E-ST-10-06C,10.0,shot product shall notify player whether shot hit miss,F
ECSS-E-ST-10-06C,10.0,shot product shall mark shot hit miss defensive grid defensive player,F
ECSS-E-ST-10-06C,10.0,shot product shall mark shot hit miss offensive grid offensive player,F
ECSS-E-ST-10-06C,10.0,hit result sink ship product shall notify player ship sunk,F
ECSS-E-ST-10-06C,10.0,hit result sink ship product shall mark ship sunk defensive grid defensive player,F
ECSS-E-ST-10-06C,10.0,hit result sink ship product shall indicate type ship sunk defensive grid defensive player,F
ECSS-E-ST-10-06C,10.0,hit result sink ship product shall mark ship sunk offensive grid offensive player,F
ECSS-E-ST-10-06C,10.0,shot mark hit product shall allow offensive player define shot,F
ECSS-E-ST-10-06C,10.0,shot mark miss product shall change status offensive player defensive,F
ECSS-E-ST-10-06C,10.0,shot mark miss product shall change status defensive player offensive,F
ECSS-E-ST-10-06C,10.0,product shall continue assign turn game end,F
ECSS-E-ST-10-06C,10.0,product shall end game hit offensive player result sink last defensive player ship previously mark sunk,F
ECSS-E-ST-10-06C,10.0,product shall allow player end game time game,F
ECSS-E-ST-10-06C,10.0,game end product shall notify player game end,F
ECSS-E-ST-10-06C,10.0,notification game end include reason game end ie player game player end game,F
ECSS-E-ST-10-06C,10.0,game end product shall allow player identify available player list player,F
ECSS-E-ST-10-06C,10.0,game end product shall allow player remove list player,F
ECSS-E-ST-10-06C,11.0,system shall easy use caller supervisor caller supervisor must able accomplish system task within minute,US
ECSS-E-ST-10-06C,11.0,system shall easy learn caller supervisor caller supervisor shall learn use system within minute,US
ECSS-E-ST-10-06C,11.0,system shall responsive depaul teleservices center supervisor use system view caller schedule system response time must second time second rest time,PE
ECSS-E-ST-10-06C,11.0,k connection system response time operation must second time,PE
ECSS-E-ST-10-06C,11.0,k connection faster system response time operation must second time,PE
ECSS-E-ST-10-06C,11.0,system shall high availability every day yearthe system must available use pm day year,A
ECSS-E-ST-10-06C,11.0,system must available use pm day year,A
ECSS-E-ST-10-06C,11.0,product shall internet browser independentthe product must run use internet explorer netscape navigator,MN
ECSS-E-ST-10-06C,11.0,product shall ensure supervisor advertise empty time slotsthe product must ensure supervisor allow access advertise empty time slot,SE
ECSS-E-ST-10-06C,11.0,product shall ensure supervisor enter caller schedulethe product must ensure supervisor allow access advertise empty time slot,SE
ECSS-E-ST-10-06C,11.0,product shall ensure supervisor view schedule callersthe product must ensure supervisor allow access advertise empty time slot,SE
ECSS_E_ST_31_04C,11.0,interface shall simple look interface usability survey beta tester must report interface adequately simple,LF
ECSS_E_ST_31_04C,11.0,interface shall appeal caller supervisor interface usability survey beta tester must report interface appeal,LF
ECSS_E_ST_31_04C,12.0,product shall provide gui base monitoring servicessystem administrator shall monitor message exchange predict determine problem also provide internal external support,LF
ECSS_E_ST_31_04C,12.0,product shall comply city chicago application development guide frameworkapplication development framework provide structure graphical user interface,LF
ECSS_E_ST_31_04C,12.0,product shall provide monitor servicesthe product shall easy system administrator dbas use two week usage,US
ECSS_E_ST_10_11C,12.0,product shall provide error track servicesthe product shall help system administrator dbas resolve transaction error time,US
ECSS_E_ST_10_11C,12.0,product shall provide portalsthe product shall help system administrator analyze transaction adhoc report kpis key performance indicator,US
ECSS_Q_ST_40C,12.0,product shall provide asynchronous messagingthe product shall provide asynchronous message enable parallel processing reduce overhead communication,PE
ECSS_Q_ST_40C,12.0,product shall provide multithreading load balancingthe product shall provide multithreading technology well load balance overcome data load spike traffic,PE
ECSS_Q_ST_40C,12.0,product shall process message within secondsthe product shall maximum message processing time second,PE
ECSS-E-ST-10-06C,12.0,product shall poll system message every secondthe product shall poll system new message maximum every second,PE
ECSS-E-ST-10-06C,12.0,product shall provide dynamic change support transparent resource additionthe product shall support transparent resource addition dynamic change support provide scalability avoid service interruption day,PE
ECSS-E-ST-10-06C,12.0,product shall available time rationale avoid service interruption busiest customer service response period product shall available time regular business day,A
ECSS-E-ST-10-06C,12.0,product shall robustthe product shall fault avoidance base standard adoption,FT
ECSS-E-ST-10-06C,12.0,product shall robust fault tolerancethe product shall fault tolerance use recovery technique compensatory transaction rout around failure,FT
ECSS_Q_ST_40C,12.0,product shall able process transactionsthe product shall process minimum million transaction per year,SC
ECSS_Q_ST_40C,12.0,product shall platform independentthe product shall enable access type development environment platform,O
ECSS_E_ST_40_07C,12.0,product shall interface csr datastreamthe product shall exchange message csr eam real time basis without direct interface two system,O
ECSS_E_ST_40_07C,12.0,product shall continue operate upgrade change new resource additionthe product shall able continue operate interruption service due new resource addition,MN
ECSS_E_ST_40_07C,12.0,product shall updated regular basisthe product new major feature introduce every six month quarterly maintenance release every six month,MN
ECSS_E_ST_40_07C,12.0,product shall operate every platformthe product shall accommodate new technology without change architecture,MN
ECSS_E_ST_40_07C,12.0,product shall securitythe product shall provide authentication authorization,SE
ECSS_E_ST_40_07C,12.0,product shall information security product shall enable privacy encryption wssecurity integrity check,SE
ECSS_E_ST_40_07C,12.0,product shall audit capabilitiesthe product shall store message minimum one year audit transaction tracking purpose,SE
ECSS_E_ST_40_07C,13.0,system shall use ibm ccr branding standard interface must one ibm logo one ccr logo,LF
ECSS_E_ST_40_07C,13.0,system shall displayable work computer ccr user may system interface shall format display pixel resolution,LF
ECSS_E_ST_40_07C,13.0,system interface use ccr nomenclature system must use nomenclature use exist wcs system report,LF
ECSS_E_ST_40_07C,13.0,interface must summarize data fashion thats appeal ccr management every report type must least one high level summary show result dashboardinterface,LF
ECSS_E_ST_40_07C,13.0,system must use point click interface selection navigation functionality must able activatedselected either mouse keyboard,US
ECSS_E_ST_40_07C,13.0,interface shall easy use user able successfully use system generate report first use interface adhere ibm usability standard,US
ECSS_E_ST_40_07C,13.0,report must easy generate report must generate within one button click export within one button click select report,US
ECSS_E_ST_40_07C,13.0,user shall able use system without instruction short amount time one use user understand remember system usage navigation,US
ECSS_E_ST_40_07C,13.0,ccr user shall receive training wcs system deploy one training session hold ccr user system deployment base ccr user available,US
ECSS_E_ST_40_07C,13.0,wcs system shall use appropriate nomenclature terminology define corporate community grant organization interface report undergo usability test ccr user,US
ECSS_E_ST_40_07C,13.0,wcs system shall available time long ibms internal intranet w accessible wcs system available time ibms internal intranet w available,A
ECSS_E_ST_40_07C,13.0,wcs system shall ability connect designate wcs database currently include system,SC
ECSS_E_ST_40_07C,13.0,wcs system shall ability include data region outside united state access user outside united state approve ccr management,SC
ECSS_E_ST_40_07C,13.0,wcs system shall run window environment wcs shall access user internet ibm computer run window operate system,O
ECSS_E_ST_40_07C,13.0,brio portion wcs system must able export file spreadsheet form microsoft excel lotus format brio provide button user interface produceexport report xls file format,O
ECSS_E_ST_10_11C,13.0,wcs system must run query wcs database specify day update available data available ccr user query must make external database data refresh week,MN
ECSS_E_ST_10_11C,13.0,change update addition wcs system shall update wcs developer wcs user guide every change must reflect wcs system documentation,MN
ECSS_E_ST_10_11C,13.0,system shall access authorized corporate community grant ccr employee user must authenticate use ibm intranet user name password,SE
ECSS_E_ST_10_11C,13.0,wcs system shall allow automatic logins user cooky contain wcs login information user store user computer,SE
ECSS_E_ST_10_11C,14.0,team owner need use username password order authenticate reach team owner page,SE
ECSS_E_ST_10_11C,14.0,commissioner authorize user per league adjust league setting,SE
ECSS_E_ST_10_11C,14.0,page shall contain navigation menu show index current page contain,LF
ECSS_E_ST_10_11C,14.0,page shall contain similar format action item one location navigation button different location,LF
ECSS_E_ST_10_11C,14.0,message board shall contain recently post message league page message contain first character message,LF
ECSS_E_ST_10_11C,14.0,new user shall able navigate league team page within second reach startup page,US
ECSS_E_ST_50_51C,14.0,user shall able reach add drop trade player page one click team owner page,US
ECSS_E_ST_50_51C,14.0,user shall able view least nfl player statistic point page,US
ECSS_E_ST_50_51C,14.0,application shall ask user confirm drop player trading player perform action,US
ECSS_E_ST_50_51C,14.0,application shall able complete every user transaction within one fourth second receiving request network,PE
ECSS-E-ST-10-06C,14.0,application shall downtime minute per year,A
ECSS-E-ST-10-06C,14.0,application shall run web application server,O
ECSS-E-ST-10-06C,14.0,primary database use store cache data active user,O
ECSS-E-ST-10-06C,14.0,secondary database use store historical statistic data,O
ECSS-E-ST-10-06C,14.0,application update shall occur cst wednesday morning middle nfl season,MN
ECSS-E-ST-10-06C,14.0,new system version release shall release begin nfl season,MN
ECSS-E-ST-10-06C,15.0,rf system available especially budgeting period rf system shall available time year budget period time system become available within hour time situation report,A
ECSS_E_ST_10_11C,15.0,user workstation shall meet minimum hardware requirement prior implementation minimum hard disk space mb,O
ECSS_E_ST_10_11C,15.0,user workstation shall meet minimum software requirement prior implementation microsoft internet explorer microsoft net framework microsoft internet explorer web control,O
ECSS_E_ST_40_07C,15.0,rf system able easily interface bdw environment order load data data file shall receive bdw load rf system within hour one day prior start budget process every year data october monthend test file shall load time throughout year bdw,O
ECSS_Q_ST_40C,15.0,change revenue expense formula must apply rf system every year prior budget process start revenue expense formula update within one week receipt week allot test budget calculation conduct jointly project development team pcg finance,MN
ECSS_Q_ST_40C,15.0,new branchescomplexesdistrictsregions revenueexpense account add bdw must reflect rf system entity mention available october monthend load rf system prior budget start process,MN
ECSS_E_ST_10_11C,15.0,authorize user shall access rf system user exist uas system rf system assign role shall access rf system use,SE
ECSS_E_ST_10_11C,15.0,user access limit permission grant role level pcg hierarchy assign role user assign role access functionality within rf system dependent privilegespermission assign role,SE
ECSS_E_ST_10_11C,15.0,product must comply intranet page standard requirement enet security product look feel approved architecture group prior implementation remain correct approve within one month product release,LF
ECSS_E_ST_10_11C,15.0,intranet page display appropriately resolution x higher display page correct resolution prior implementation remain correct within week notification incorrect display,LF
ECSS_E_ST_10_11C,15.0,user able easily use system successfully complete budget within stipulated time completion week training prior product implementation user shall complete budget within stipulated time,US
ECSS_E_ST_40_07C,15.0,product interface fast response time product interface exceed second time time response time secondsnot second,PE
ECSS-E-ST-10-06C,16.0,system shall operate unix window operate system,PO
ECSS-E-ST-10-06C,16.0,system shall evoke type pine command shell prompt,O
ECSS-E-ST-10-06C,16.0,system shall use smtp mail protocol,O
ECSS-E-ST-10-06C,16.0,system shall support ability perform send receive operation,F
ECSS-E-ST-10-06C,16.0,system shall support ability perform send operation,F
ECSS-E-ST-10-06C,16.0,system shall support ability perform receive operation,F
ECSS-E-ST-10-06C,16.0,system shall use textbased interface display list available mail,LF
ECSS-E-ST-10-06C,16.0,system shall help system offer tip explanation screen item screen upon demand,US
ECSS-E-ST-10-06C,16.0,system shall display embed message datetimestamp message send,F
ECSS_E_ST_10_11C,16.0,system shall allow text search user may use find mail message,F
ECSS-E-ST-10-06C,16.0,system search feature support use regular expression search,F
ECSS-E-ST-10-06C,17.0,system shall provide option withdraw money,F
ECSS_E_ST_10_11C,17.0,system shall query user amount money,F
ECSS_E_ST_10_11C,17.0,system shall query user account type,F
ECSS_E_ST_10_11C,17.0,system shall validate amount available user account release fund user,F
ECSS_E_ST_10_11C,17.0,system shall validate amount multiple,F
ECSS_E_ST_10_11C,17.0,system shall debit user account upon withdrawal fund,F
ECSS_E_ST_10_11C,17.0,system shall able issue specific amount money user,F
ECSS_M_ST_70C,18.0,meet scheduler system shall able select participant important participant,F
ECSS_M_ST_70C,18.0,meet scheduler system shall cancel meeting due canceling important participant,F
ECSS_M_ST_70C,18.0,meet scheduler system shall reschedule meet support conflict resolution,F
ECSS_M_ST_70C,18.0,meet scheduler shall access web,O
ECSS_M_ST_70C,18.0,meet scheduler system may optionally automatically propose another meeting current meeting cancel important participant,F
ECSS_M_ST_70C,18.0,meet scheduler system may provide meet initiator summary scan potential meeting participant show available time slot schedule conflict mean inform meet initiator overall result system,F
ECSS_M_ST_70C,18.0,meet scheduler system may able include agenda meeting proposal,F
ECSS_M_ST_70C,18.0,meet scheduler system may suggest virtual meeting available time slot location available feasible meeting,F
ECSS_M_ST_70C,18.0,meet scheduler system may able include list required equipment meeting proposal,F
